timestamp,user,metric_1,metric_2,metric_3,metric_4,metric_5,metric_6,metric_7,metric_8,metric_9
2025-01-05 00:00:00,user65,2057,1586,1231,1258,1187,624,1637,1608,1400
2025-01-05 00:00:00,user68,4397,3958,4789,4409,5149,2968,5260,5009,3971
2025-01-05 00:00:00,user69,5489,5074,7808,5342,5312,7020,6204,5567,5656
2025-01-05 00:00:00,user72,4289,4031,2534,2469,2938,4775,2457,3340,3451
2025-01-05 00:00:00,user73,1946,1029,1346,2005,1689,1961,2263,2807,3035
2025-01-05 00:00:00,user74,6258,8047,8426,7953,7453,6415,8237,6716,6162
2025-01-05 00:00:00,user75,6212,6098,6125,4010,6570,4623,3469,5943,5060
2025-01-05 00:00:00,user76,3091,3948,3236,1652,2865,3868,3024,3202,3319
2025-01-05 00:00:00,user80,3183,3534,2926,3179,2771,3073,2372,2702,3405
2025-01-05 00:00:00,user81,1320,1402,2159,2273,2550,2987,2243,2934,1695
2025-01-05 00:00:00,user82,2570,2878,2958,1952,2941,1880,3550,2000,2976
2025-01-05 00:00:00,user83,3651,2347,1548,4911,2751,4511,3742,4320,3751
2025-01-05 00:00:00,user84,1001,289,1921,411,848,915,1585,566,1501
2025-01-05 00:00:00,user85,3114,3283,3965,3559,3767,4266,3402,3689,3405
2025-01-05 00:00:00,user86,3143,5537,5589,6813,4272,4762,3479,3138,5597
2025-01-05 00:00:00,user89,4458,3449,3553,5151,4742,2985,4569,4174,3457
2025-01-05 00:00:00,user90,4699,4382,4230,3575,4552,5056,4283,2780,3255
2025-01-05 00:00:00,user91,4421,3095,3374,4223,4146,2133,2342,2919,3535
2025-01-05 00:00:00,user92,372,531,311,406,485,445,662,678,258
2025-01-05 00:00:00,user93,2650,2577,1578,2541,1936,2061,2782,2059,2303
2025-01-05 00:00:00,user94,5710,4450,5197,3626,5621,5149,3882,6536,3266
2025-01-05 00:00:00,user95,2089,909,1737,2131,1875,2144,725,1761,1863
2025-01-05 00:00:00,user96,3888,4366,3761,3056,1971,3639,2616,2651,3307
2025-01-05 00:00:00,user97,1853,2270,2878,1789,3174,1493,2658,1515,517
2025-01-05 00:00:00,user98,5203,4913,3819,4061,6383,6081,4425,5254,5597
